Species_Name	EMBL	Phylum	p.value	GENOME_GC	GENOME_Size	GC_Core_1.21_CDS%	GC_Rfam_Core%	Avoidance_Group	Intrinsic
Geodermatophilus obscurus DSM 43160	CP001867.1	Actinobacteria	0.001464932899	0.74	5322497	66.96696697	63.52136752	Avoidance	0.003472871
Mycoplasma gallisepticum str. R(high)	CP001872.1	Tenericutes	0.07526354607	0.31	1012027	26.95238095	48.42510764	Non-Avoidance	8.10E-18
Thermobispora bispora DSM 43833	CP001874.1	Actinobacteria	0.9999999985	0.72	4189976	61.77944862	62.90238385	Non-Avoidance	0.5315994
Pantoea ananatis LMG 20103	CP001875.2	Proteobacteria	0.04245934985	0.54	4703373	43.60902256	57.52155861	Avoidance	8.22E-18
Campylobacter jejuni subsp. jejuni IA3902	CP001876.1	Proteobacteria	2.46E-10	0.31	1635045	27.81289507	51.7519685	Avoidance	2.14E-20
Bacillus pseudofirmus OF4	CP001878.2	Firmicutes	3.25E-05	0.4	3858997	34.68183734	56.19795003	Avoidance	8.04E-23
Chlamydia trachomatis E/150	CP001886.1	Chlamydiae	3.22E-05	0.41	1042996	38.05272109	51.98237885	Avoidance	2.54E-16
Chlamydia trachomatis G/9768	CP001887.1	Chlamydiae	4.00E-05	0.41	1042810	37.84013605	52.04624702	Avoidance	4.81E-17
Chlamydia trachomatis G/11222	CP001888.1	Chlamydiae	0.0001605505578	0.41	1042354	38.05272109	52.02789503	Avoidance	9.74E-17
Chlamydia trachomatis G/11074	CP001889.1	Chlamydiae	8.00E-05	0.41	1042875	37.75510204	52.04624702	Avoidance	4.83E-17
Chlamydia trachomatis E/11023	CP001890.1	Chlamydiae	9.41E-05	0.41	1043025	38.1377551	52.05580029	Avoidance	3.02E-16
Klebsiella variicola At-22	CP001891.1	Proteobacteria	0.003261793945	0.58	5458505	42.73072061	57.26907631	Avoidance	5.27E-19
Bifidobacterium animalis subsp. lactis V9	CP001892.1	Actinobacteria	7.70E-09	0.6	1944050	48.96103896	59.48086971	Avoidance	5.71E-14
Allochromatium vinosum DSM 180	CP001896.1	Proteobacteria	1	0.64	3526903	52.58980785	60.24865042	Non-Avoidance	1.26E-08
Campylobacter jejuni subsp. jejuni M1	CP001900.1	Proteobacteria	4.06E-14	0.31	1616648	27.64433207	51.65354331	Avoidance	1.79E-20
Bacillus thuringiensis BMB171	CP001903.1	Firmicutes	1.24E-09	0.35	5330088	33.81389253	55.14078842	Avoidance	1.26E-21
Thioalkalivibrio sp. K90mix	CP001905.1	Proteobacteria	0.005093902447	0.66	2744800	53.46700084	59.52342875	Avoidance	2.36E-07
Bacillus thuringiensis serovar chinensis CT-43	CP001907.1	Firmicutes	1.03E-15	0.35	5486830	34.04972609	54.90859851	Avoidance	2.21E-20
Enterobacter cloacae subsp. cloacae ATCC 13047	CP001918.1	Proteobacteria	2.61E-08	0.55	5314581	42.39766082	57.13846154	Avoidance	1.32E-18
Acinetobacter baumannii 1656-2	CP001921.1	Proteobacteria	6.05E-17	0.39	3940614	38.47450485	55.26687876	Avoidance	6.05E-20
Dehalococcoides sp. GT	CP001924.1	Chloroflexi	2.61E-11	0.47	1360154	35.99825251	57.38705739	Avoidance	1.73E-23
Waddlia chondrophila WSU 86-1044	CP001928.1	Chlamydiae	4.19E-05	0.44	2116312	36.49388959	53.53366722	Avoidance	8.87E-19
Chlamydia trachomatis G/9301	CP001930.1	Chlamydiae	4.00E-05	0.41	1042811	37.84013605	52.04624702	Avoidance	4.81E-17
Thermocrinis albus DSM 14484	CP001931.1	Aquificae	4.86E-11	0.47	1500577	42.18289086	65.34492124	Avoidance	5.54E-24
Thermoanaerobacter italicus Ab9	CP001936.1	Firmicutes	7.51E-13	0.34	2451061	33.67045933	58.35166447	Avoidance	5.59E-26
Acinetobacter baumannii MDR-ZJ06	CP001937.1	Proteobacteria	9.49E-16	0.39	3991133	39.1066161	55.26687876	Avoidance	1.14E-18
Desulfurivibrio alkaliphilus AHT2	CP001940.1	Proteobacteria	0.9568726977	0.6	3097763	44.7786132	59.23076923	Non-Avoidance	9.08E-18
Segniliparus rotundus DSM 44985	CP001958.1	Actinobacteria	0.9463157972	0.67	3157527	56.54225654	60.48921352	Non-Avoidance	0.004356583
Brachyspira murdochii DSM 12563	CP001959.1	Spirochaetes	5.68E-20	0.28	3241804	26.88579857	52.18327785	Avoidance	1.09E-20
Campylobacter jejuni subsp. jejuni S3	CP001960.1	Proteobacteria	4.66E-09	0.3	1681364	27.90309106	51.86335404	Avoidance	8.28E-21
Thermus scotoductus SA-01	CP001962.1	Deinococcus-Thermus	0.8531055071	0.65	2346803	54.15086389	65.74983628	Non-Avoidance	3.10E-20
Cellulomonas flavigena DSM 20109	CP001964.1	Actinobacteria	0.6157734096	0.74	4123179	65.34863946	62.3007029	Non-Avoidance	0.07430071
Sideroxydans lithotrophicus ES-1	CP001965.1	Proteobacteria	0.8179969194	0.58	3003656	42.35588972	57.44259045	Non-Avoidance	4.50E-21
Tsukamurella paurometabola DSM 20162	CP001966.1	Actinobacteria	0.9966097414	0.68	4379918	59.26870748	61.28481121	Non-Avoidance	0.04464396
Denitrovibrio acetiphilus DSM 12809	CP001968.1	Deferribacteres	0.0027124715	0.43	3222077	37.13450292	55.2259887	Avoidance	7.52E-20
Escherichia coli IHE3034	CP001969.1	Proteobacteria	2.71E-20	0.51	5108383	41.64578112	57.57751376	Avoidance	9.79E-22
Propionibacterium acnes SK137	CP001977.1	Actinobacteria	0.9175607077	0.6	2495334	55.88744589	60.69374237	Non-Avoidance	2.22E-06
Marinobacter adhaerens HP15	CP001978.1	Proteobacteria	0.9811015819	0.57	4421911	48.4962406	58.74015748	Non-Avoidance	7.42E-13
Bacillus megaterium DSM 319	CP001982.1	Firmicutes	0.7330564866	0.38	5097447	34.00758534	54.94643982	Non-Avoidance	6.68E-23
Bacillus megaterium QM B1551	CP001983.1	Firmicutes	0.7074156411	0.38	5097129	33.92330383	54.80617712	Non-Avoidance	9.14E-23
Mobiluncus curtisii ATCC 43063	CP001992.1	Actinobacteria	2.84E-20	0.55	2146480	46.30102041	58.93913043	Avoidance	1.92E-15
Streptococcus pneumoniae TCH8431/19A	CP001993.1	Firmicutes	3.22E-42	0.4	2088772	32.01058201	53.21100917	Avoidance	1.49E-17
Staphylococcus aureus subsp. aureus ED133	CP001996.1	Firmicutes	1.16E-11	0.33	2832478	31.63265306	52.00594354	Avoidance	2.49E-21
Aminobacterium colombiense DSM 12261	CP001997.1	Synergistetes	1.17E-15	0.45	1980592	39.0223346	59.14239482	Avoidance	1.11E-22
Coraliomargarita akajimensis DSM 45221	CP001998.1	Verrucomicrobia	0.97062764	0.54	3750771	43.40986395	55.93279058	Non-Avoidance	3.05E-15
Arcobacter nitrofigilis DSM 7299	CP001999.1	Proteobacteria	3.65E-06	0.28	3192235	27.26506532	49.97865073	Avoidance	2.29E-18
Amycolatopsis mediterranei U32	CP002000.1	Actinobacteria	0.4211013893	0.71	10236715	62.07482993	61.84904417	Non-Avoidance	0.9037643
Listeria monocytogenes J0161	CP002001.1	Firmicutes	1.21E-05	0.38	3000464	33.5839599	54.95363592	Avoidance	1.14E-21
Listeria monocytogenes 10403S	CP002002.1	Firmicutes	3.33E-05	0.38	2903106	33.79281537	54.95363592	Avoidance	1.10E-21
Listeria monocytogenes FSL R2-561	CP002003.1	Firmicutes	0.0001745151162	0.38	2973801	33.5839599	54.93736782	Avoidance	1.13E-21
Listeria monocytogenes Finland 1988	CP002004.1	Firmicutes	3.20E-05	0.38	2874431	34.04344194	54.95363592	Avoidance	4.68E-21
Moraxella catarrhalis RH4	CP002005.1	Proteobacteria	0.0006258051889	0.42	1863286	37.32993197	53.17446203	Avoidance	2.22E-18
Prevotella ruminicola 23	CP002006.1	Bacteroidetes	1.11E-14	0.48	3619559	32.15339233	54.4761213	Avoidance	5.59E-22
Caulobacter segnis ATCC 21756	CP002008.1	Proteobacteria	0.0001040668906	0.68	4655622	56.67930889	59.6969697	Avoidance	0.0005119102
Bifidobacterium longum subsp. longum JDM301	CP002010.1	Actinobacteria	1.07E-06	0.6	2477838	50.17636684	59.63083234	Avoidance	9.40E-14
Clostridium botulinum F str. 230613	CP002011.1	Firmicutes	6.68E-08	0.28	3993083	28.69897959	54.01993355	Avoidance	7.13E-23
Burkholderia sp. CCGE1002	CP002013.1	Proteobacteria	0.0002019078204	0.64	3518940	48.46938776	59.17312662	Avoidance	3.52E-13
Kyrpidia tusciae DSM 2912	CP002017.1	Firmicutes	6.27E-07	0.59	3384766	52.08596713	62.1594637	Avoidance	2.88E-10
Ketogulonigenium vulgarum WSH-001	CP002018.1	Proteobacteria	6.72E-14	0.62	2766400	50.06435006	58.910162	Avoidance	4.67E-12
Thiomonas intermedia K12	CP002021.1	Proteobacteria	2.19E-13	0.64	3396378	48.83040936	58.70170553	Avoidance	1.45E-12
Chlamydia trachomatis L2c	CP002024.1	Chlamydiae	0.0001722825467	0.41	1038313	38.78163878	52.11965498	Avoidance	6.31E-16
Brachyspira pilosicoli 95/1000	CP002025.1	Spirochaetes	4.54E-18	0.28	2586443	27.46598639	51.82186235	Avoidance	9.89E-21
Starkeya novella DSM 506	CP002026.1	Proteobacteria	0.620733613	0.68	4765023	57.10071639	61.00166945	Non-Avoidance	8.86E-05
Thermincola potens JR	CP002028.1	Firmicutes	3.96E-06	0.46	3157416	39.47368421	57.04337734	Avoidance	1.08E-21
Geobacter sulfurreducens KN400	CP002031.1	Proteobacteria	0.9894006007	0.61	3714272	44.40267335	59.14604561	Non-Avoidance	1.33E-20
Thermoanaerobacter mathranii subsp. mathranii str. A3	CP002032.1	Firmicutes	2.97E-10	0.34	2306092	33.24348607	58.64575909	Avoidance	5.45E-26
Dickeya dadantii 3937	CP002038.1	Proteobacteria	8.00E-16	0.56	4922802	42.39766082	57.51229573	Avoidance	2.15E-18
Herbaspirillum seropedicae SmR1	CP002039.1	Proteobacteria	5.21E-07	0.63	5513887	45.68057311	57.20494818	Avoidance	2.26E-13
Meiothermus silvanus DSM 9946	CP002042.1	Deinococcus-Thermus	0.3830993726	0.62	3249394	49.55752212	61.81848404	Non-Avoidance	3.13E-20
Arcanobacterium haemolyticum DSM 20595	CP002045.1	Actinobacteria	0.006247068194	0.53	1986154	47.6635514	58.13993467	Avoidance	9.48E-13
Croceibacter atlanticus HTCC2559	CP002046.1	Bacteroidetes	9.23E-07	0.34	2952962	31.23123123	53.315486	Avoidance	7.50E-18
Streptomyces bingchenggensis BCW-1	CP002047.1	Actinobacteria	1.02E-06	0.71	11936683	61.56462585	61.52007648	Avoidance	0.9495299
Syntrophothermus lipocalidus DSM 12680	CP002048.1	Firmicutes	2.59E-05	0.51	2405559	44.33206911	59.18079096	Avoidance	5.23E-19
Truepera radiovictrix DSM 17093	CP002049.1	Deinococcus-Thermus	1.36E-11	0.68	3260398	56.18212197	59.72775564	Avoidance	0.001991101
Geobacillus sp. C56-T3	CP002050.1	Firmicutes	2.71E-13	0.52	3650813	43.14954052	59.2215256	Avoidance	1.38E-21
Chlamydia trachomatis D-EC	CP002052.1	Chlamydiae	7.50E-08	0.41	1042522	38.86743887	52.04624702	Avoidance	5.99E-16
Chlamydia trachomatis D-LC	CP002054.1	Chlamydiae	7.50E-08	0.41	1042520	38.86743887	52.04624702	Avoidance	5.99E-16
Methylotenera versatilis 301	CP002056.1	Proteobacteria	0.002723352337	0.43	3059871	36.17376775	55.36253776	Avoidance	1.58E-20
Nostoc azollae' 0708	CP002059.1	Cyanobacteria	0.0008099983433	0.38	5354700	40.7079646	54.43210931	Avoidance	2.62E-18
Helicobacter pylori Sat464	CP002071.1	Proteobacteria	1.40E-08	0.39	1560342	32.9043329	52.12846826	Avoidance	7.67E-21
Helicobacter pylori SJM180	CP002073.1	Proteobacteria	2.54E-08	0.39	1658051	33.24675325	52.12846826	Avoidance	1.69E-20
Helicobacter pylori PeCan4	CP002074.1	Proteobacteria	8.39E-07	0.39	1629557	32.51823252	52.12846826	Avoidance	8.79E-21
Helicobacter pylori Cuz20	CP002076.1	Proteobacteria	5.88E-07	0.39	1635449	32.6040326	52.14747244	Avoidance	6.25E-21
Acinetobacter oleivorans DR1	CP002080.1	Proteobacteria	7.59E-23	0.39	4152543	38.22166035	54.95196507	Avoidance	1.02E-20
Hyphomicrobium denitrificans ATCC 51888	CP002083.1	Proteobacteria	0.9703825734	0.61	3638969	51.21136174	59.78074683	Non-Avoidance	6.08E-11
Dehalogenimonas lykanthroporepellens BL-DC-9	CP002084.1	Chloroflexi	8.90E-08	0.55	1686510	42.06349206	58.63467388	Avoidance	3.68E-19
Desulfarculus baarsii DSM 2075	CP002085.1	Proteobacteria	0.999970477	0.66	3655731	53.88471178	60.41574525	Non-Avoidance	1.65E-07
Nitrosococcus watsonii C-113	CP002086.1	Proteobacteria	0.04273806674	0.5	3328570	43.52548037	57.41051028	Avoidance	4.32E-17
Lactococcus lactis subsp. cremoris NZ9000	CP002094.1	Firmicutes	2.31E-23	0.36	2530294	30.24691358	52.19520432	Avoidance	4.36E-21
Mycobacterium bovis BCG str. Mexico	CP002095.1	Actinobacteria	0.9998286555	0.66	4350386	59.39393939	61.2716763	Non-Avoidance	0.02923358
Helicobacter pylori 35A	CP002096.1	Proteobacteria	2.02E-07	0.39	1566655	33.29043329	52.06156185	Avoidance	1.18E-20
Corynebacterium pseudotuberculosis FRC41	CP002097.1	Actinobacteria	5.21E-13	0.52	2337913	48.26839827	58.15854959	Avoidance	2.06E-13
Brevundimonas subvibrioides ATCC 15264	CP002102.1	Proteobacteria	0.9986310468	0.68	3445263	57.64411028	59.53565506	Non-Avoidance	0.008254654
Treponema paraluiscuniculi Cuniculi A	CP002103.1	Spirochaetes	0.9999999831	0.53	1133390	48.37561193	56.14428719	Non-Avoidance	2.20E-07
Gardnerella vaginalis ATCC 14019	CP002104.1	Actinobacteria	0.002255412256	0.41	1667350	42.54561638	57.37879595	Avoidance	3.61E-19
Acetohalobium arabaticum DSM 5501	CP002105.1	Firmicutes	0.001908729352	0.37	2469596	34.56632653	55.28916248	Avoidance	2.98E-22
Olsenella uli DSM 7084	CP002106.1	Actinobacteria	0.9985536945	0.65	2051896	53.7966538	61.83542161	Non-Avoidance	6.93E-08
Mycoplasma mycoides subsp. mycoides SC str. Gladysdale	CP002107.1	Tenericutes	1.80E-12	0.24	1193808	25.04761905	49.90982867	Avoidance	2.47E-18
Mycoplasma leachii PG50	CP002108.1	Tenericutes	2.42E-14	0.24	1008951	24.79962282	49.73641989	Avoidance	5.53E-18
Clostridium saccharolyticum WM1	CP002109.1	Firmicutes	0.02524907722	0.45	4662871	34.69387755	55.44885177	Avoidance	3.39E-24
Staphylococcus aureus subsp. aureus TCH60	CP002110.1	Firmicutes	1.16E-11	0.33	2802675	31.71768707	51.99665831	Avoidance	6.49E-21
Capnocytophaga canimorsus Cc5	CP002113.1	Bacteroidetes	0.0007178443898	0.36	2571406	29.21492921	51.95229852	Avoidance	1.11E-20
Staphylococcus aureus subsp. aureus JKD6159	CP002114.2	Firmicutes	7.62E-07	0.33	2811435	31.54761905	51.84433164	Avoidance	8.49E-21
Spirochaeta smaragdinae DSM 11293	CP002116.1	Spirochaetes	0.2686514147	0.49	4653970	41.28401361	57.3608903	Non-Avoidance	8.63E-22
Clostridium acetobutylicum EA 2018	CP002118.1	Firmicutes	3.92E-08	0.31	3940230	29.30735931	52.60458407	Avoidance	9.69E-24
Staphylococcus aureus subsp. aureus str. JKD6008	CP002120.1	Firmicutes	2.22E-07	0.33	2924344	31.29251701	51.97994987	Avoidance	1.77E-21
Streptococcus pneumoniae AP200	CP002121.1	Firmicutes	1.49E-42	0.4	2130580	32.29437229	53.33092616	Avoidance	3.70E-19
Erwinia sp. Ejp617	CP002124.1	Proteobacteria	0.1046044364	0.54	3909168	43.23640961	57.14747214	Non-Avoidance	1.53E-17
Thermosediminibacter oceani DSM 16646	CP002131.1	Firmicutes	0.0577049936	0.47	2280035	40.55973267	60.2413273	Non-Avoidance	1.60E-24
Edwardsiella tarda FL6-60	CP002154.1	Proteobacteria	3.86E-11	0.6	3684607	44.52798663	57.14734527	Avoidance	4.08E-16
Parvularcula bermudensis HTCC2503	CP002156.1	Proteobacteria	0.01781980369	0.61	2902643	52.08855472	59.87825125	Avoidance	1.01E-07
Maribacter sp. HTCC2170	CP002157.1	Bacteroidetes	4.47E-07	0.37	3868304	30.41613042	53.9800074	Avoidance	1.48E-21
Fibrobacter succinogenes subsp. succinogenes S85	CP002158.1	Fibrobacteres	0.07067976973	0.48	3843004	38.64468864	56.31661716	Non-Avoidance	9.53E-20
Gallionella capsiferriformans ES-2	CP002159.1	Proteobacteria	0.1150870862	0.53	3162471	38.51294904	55.47643269	Non-Avoidance	3.61E-20
Clostridium cellulovorans 743B	CP002160.1	Firmicutes	5.22E-10	0.31	5262222	29.12414966	53.85407725	Avoidance	1.88E-23
Micromonospora aurantiaca ATCC 27029	CP002162.1	Actinobacteria	0.7849799944	0.73	7025559	62.37244898	63.26494202	Non-Avoidance	0.2584051
Caldicellulosiruptor obsidiansis OB47	CP002164.1	Firmicutes	2.29E-07	0.35	2532343	33.88116308	58.8807398	Avoidance	2.39E-24
Xylella fastidiosa subsp. fastidiosa GB514	CP002165.1	Proteobacteria	0.9901677179	0.52	2491203	44.72789116	57.83431585	Non-Avoidance	7.66E-18
Escherichia coli UM146	CP002167.1	Proteobacteria	1.09E-13	0.51	4993013	41.8128655	57.47518151	Avoidance	8.75E-21
Thermoanaerobacterium thermosaccharolyticum DSM 571	CP002171.1	Firmicutes	0.0006146177838	0.34	2785752	32.40623683	55.07941265	Avoidance	7.08E-25
Halanaerobium praevalens DSM 2228	CP002175.1	Firmicutes	3.81E-12	0.3	2309262	28.78028404	53.85358005	Avoidance	7.03E-24
Streptococcus pneumoniae 670-6B	CP002176.1	Firmicutes	4.89E-37	0.4	2240045	31.45478375	53.19189602	Avoidance	6.31E-18
Acinetobacter calcoaceticus PHEA-2	CP002177.1	Proteobacteria	8.60E-17	0.39	3862530	38.39022335	55.16014235	Avoidance	3.66E-21
Bacillus subtilis subsp. spizizenii str. W23	CP002183.1	Firmicutes	0.01053891318	0.44	4027676	36.5497076	55.93759949	Avoidance	5.35E-22
Helicobacter pylori 908	CP002184.1	Proteobacteria	0.01406679156	0.39	1549666	33.28964613	52.24334601	Avoidance	8.20E-21
Escherichia coli W	CP002185.1	Proteobacteria	1.26E-15	0.51	4900968	41.7710944	57.5464212	Avoidance	2.19E-19
Candidatus Blochmannia vafer str. BVAF	CP002189.2	Proteobacteria	6.93E-25	0.28	722585	25.75127138	47.2513089	Avoidance	8.18E-19
Cyanothece sp. PCC 7822	CP002198.1	Cyanobacteria	3.46E-07	0.4	6091620	39.76608187	55.1674869	Avoidance	1.35E-20
Sulfurimonas autotrophica DSM 16294	CP002205.1	Proteobacteria	4.88E-06	0.35	2153198	29.23976608	52.06628069	Avoidance	2.21E-20
Pantoea vagans C9-1	CP002206.1	Proteobacteria	3.32E-06	0.56	4024986	43.69256475	57.34396201	Avoidance	1.11E-16
Bacillus atrophaeus 1942	CP002207.1	Firmicutes	0.000563730395	0.43	4168266	36.29908104	55.67076089	Avoidance	6.91E-22
Ferrimonas balearica DSM 9799	CP002209.1	Proteobacteria	1.63E-18	0.6	4279159	46.15705932	58.17702682	Avoidance	1.27E-17
Thermoanaerobacter sp. X513	CP002210.1	Firmicutes	1.15E-05	0.35	2456520	34.21828909	58.22344588	Avoidance	1.35E-25
Escherichia coli str. 'clone D i2'	CP002211.1	Proteobacteria	1.13E-11	0.51	5038386	42.42814243	57.59321006	Avoidance	2.53E-19
Escherichia coli str. 'clone D i14'	CP002212.1	Proteobacteria	1.13E-11	0.51	5038386	42.42814243	57.59321006	Avoidance	2.53E-19
Paenibacillus polymyxa SC2	CP002213.1	Firmicutes	5.95E-06	0.45	5731816	39.22305764	57.14285714	Avoidance	1.37E-23
Streptococcus dysgalactiae subsp. equisimilis ATCC 12394	CP002215.1	Firmicutes	8.38E-32	0.39	2159491	31.83421517	52.41888479	Avoidance	8.52E-18
Caldicellulosiruptor owensensis OL	CP002216.1	Firmicutes	6.55E-12	0.35	2428903	33.67045933	58.73266078	Avoidance	1.69E-24
Burkholderia sp. CCGE1003	CP002217.1	Proteobacteria	1.85E-06	0.63	4077097	47.74659864	58.81983679	Avoidance	1.51E-13
Caldicellulosiruptor hydrothermalis 108	CP002219.1	Firmicutes	1.80E-05	0.36	2770676	33.91812866	58.95760281	Avoidance	1.61E-23
Bifidobacterium bifidum S17	CP002220.1	Actinobacteria	0.3007698693	0.63	2186882	50.3713412	59.5	Non-Avoidance	6.16E-11
Hydrogenobacter thermophilus TK-6	CP002221.1	Aquificae	6.29E-19	0.44	1742932	40.51870748	63.88838227	Avoidance	1.02E-23
Lactobacillus plantarum subsp. plantarum ST-III	CP002222.1	Firmicutes	0.001171790074	0.45	3254376	36.66666667	53.07899319	Avoidance	1.40E-21
Ketogulonicigenium vulgare Y25	CP002224.1	Proteobacteria	3.32E-09	0.62	2776084	51.52295152	58.910162	Avoidance	2.54E-09
Borrelia burgdorferi N40	CP002228.1	Spirochaetes	0.009823202258	0.29	902191	27.79304029	48.89284302	Avoidance	4.94E-19
Candidatus Moranella endobia PCIT	CP002243.1	Proteobacteria	7.35E-09	0.44	538294	36.46125117	54.26906973	Avoidance	4.02E-19
Yersinia enterocolitica subsp. palearctica 105.5R(r)	CP002246.1	Proteobacteria	3.78E-14	0.47	4552107	41.42435735	56.73210697	Avoidance	5.02E-20
Agrobacterium sp. H13-3	CP002248.1	Proteobacteria	0.0009182257969	0.59	2823930	46.97554698	58.84381339	Avoidance	2.47E-16
Corynebacterium pseudotuberculosis I19	CP002251.1	Actinobacteria	2.60E-12	0.52	2337730	49.82683983	58.14077497	Avoidance	1.68E-11
Methylovorus sp. MP688	CP002252.1	Proteobacteria	2.04E-08	0.55	2862391	43.90142022	56.77668539	Avoidance	1.35E-13
Stigmatella aurantiaca DW4/3-1	CP002271.1	Proteobacteria	5.23E-12	0.67	10260756	56.37755102	60.62665782	Avoidance	0.0001183369
Enterobacter cloacae SCF1	CP002272.1	Proteobacteria	2.60E-06	0.57	4814049	42.77134277	57.43655638	Avoidance	1.01E-17
Haemophilus influenzae R2846	CP002276.1	Proteobacteria	1.94E-13	0.38	1819370	35.11904762	54.01862711	Avoidance	5.85E-21
Haemophilus influenzae R2866	CP002277.1	Proteobacteria	2.61E-19	0.38	1932306	35.39823009	54.35189917	Avoidance	4.27E-21
Mesorhizobium opportunistum WSM2075	CP002279.1	Proteobacteria	0.02452883571	0.63	6884444	51.19047619	59.52845528	Avoidance	3.51E-12
Rothia dentocariosa ATCC 17931	CP002280.1	Actinobacteria	0.4925249385	0.54	2506025	49.61734694	57.99243726	Non-Avoidance	5.93E-11
Ilyobacter polytropus DSM 2926	CP002281.1	Fusobacteria	2.34E-06	0.35	2046464	30.75933076	53.94190871	Avoidance	1.37E-19
Vibrio anguillarum 775	CP002284.1	Proteobacteria	1.68E-24	0.45	3063912	38.73873874	55.98802395	Avoidance	5.24E-21
Bifidobacterium longum subsp. longum BBMN68	CP002286.1	Actinobacteria	3.16E-06	0.6	2265943	50.17636684	59.47315096	Avoidance	2.55E-13
Achromobacter xylosoxidans A8	CP002287.1	Proteobacteria	2.15E-13	0.66	7013095	49.45697577	58.32913941	Avoidance	7.21E-12
Pseudomonas putida BIRD-1	CP002290.1	Proteobacteria	0.9989498688	0.62	5731541	47.91144528	56.95529334	Non-Avoidance	1.13E-10
Rhodomicrobium vannielii ATCC 17100	CP002292.1	Proteobacteria	3.42E-06	0.62	4014469	51.5037594	59.89804588	Avoidance	3.75E-11
Geobacillus sp. Y4.1MC1	CP002293.1	Firmicutes	8.72E-05	0.44	3840330	37.88265306	58.38449993	Avoidance	1.06E-25
Desulfovibrio vulgaris RCH1	CP002297.1	Proteobacteria	0.193490903	0.63	3532052	48.92541087	59.14131812	Non-Avoidance	6.98E-14
Frankia sp. EuI1c	CP002299.1	Actinobacteria	0.006393717194	0.72	8815781	63.86800334	63.44778255	Avoidance	0.9289944
Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)	CP002300.1	Proteobacteria	0.06396258576	0.26	641799	26.56395892	50.42735043	Non-Avoidance	6.57E-19
Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum)	CP002301.1	Proteobacteria	0.1292067395	0.26	641770	26.85714286	50.41732909	Non-Avoidance	8.70E-19
Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)	CP002302.1	Proteobacteria	0.009828564789	0.26	641716	26.07489598	50.42735043	Avoidance	6.03E-19
