Species_Name	Taxon_ID	EMBL	Phylum	wxBothSide.p.value	wxGreater.p.value(AVOIDANCEif<0.05)	wxLess.p.value	GENOME_GC	GENOME_Size	GC_Core_1.21_CDS%	GC_Rfam_Core%	Avoidance_Group	Intrinsic
Pectobacterium wasabiae WPP163	561231	CP001790.1	Proteobacteria	4.70732757037964e-07	2.35366378518982e-07	0.999999764633665	0.50	5063892	42.1052631579	56.679779701	Avoidance	4.009621e-19
Bacillus selenitireducens MLS10	439292	CP001791.1	Firmicutes	0.542310776073065	0.271155388036533	0.728844626754635	0.49	3592487	37.2524230931	56.5102880658	Non-Avoidance	7.421198e-22
Fibrobacter succinogenes subsp. succinogenes S85	59374	CP001792.1	Fibrobacteres	0.885151586030275	0.5574242246084	0.442575793015138	0.48	3842635	38.5166455963	56.3008849558	Non-Avoidance	1.513832e-20
Paenibacillus sp. Y412MC10	481743	CP001793.1	Firmicutes	0.0216044777159653	0.0108022388579827	0.989197762391513	0.51	7121665	38.7329931973	56.7127746135	Avoidance	2.508109e-21
Geobacillus sp. Y412MC61	544556	CP001794.1	Firmicutes	1.41441684415948e-06	7.07208422079742e-07	0.999999292791668	0.52	3622844	43.4001670844	59.1894318328	Avoidance	6.494598e-22
Pseudoalteromonas sp. SM9913	234831	CP001796.1	Proteobacteria	1.07948073353981e-14	5.39740366769906e-15	0.999999999999995	0.40	3332787	36.8003341688	54.9407114625	Avoidance	3.482682e-20
Nitrosococcus halophilus Nc4	472759	CP001798.1	Proteobacteria	0.0189009120196341	0.00945045600981707	0.99054954495047	0.52	4079427	44.2773600668	59.1446622388	Avoidance	6.699718e-15
Halothiobacillus neapolitanus c2	555778	CP001801.1	Proteobacteria	3.34001736306907e-07	1.67000868153454e-07	0.999999832999171	0.55	2582886	43.776106934	56.5791646029	Avoidance	3.725924e-14
Gordonia bronchialis DSM 43247	526226	CP001802.1	Actinobacteria	2.96179096268813e-05	0.999985191047989	1.48089548134406e-05	0.67	5208602	58.2582582583	61.3029426773	Non-Avoidance	0.002771435
Haliangium ochraceum DSM 14365	502025	CP001804.1	Proteobacteria	0.0014506301241861	0.999274685039855	0.000725315062093048	0.69	9446314	54.1087231353	59.3597304128	Non-Avoidance	9.363044e-07
Vibrio sp. Ex25	150340	CP001805.1	Proteobacteria	2.49750878344591e-14	1.24875439172296e-14	0.999999999999988	0.45	3259580	39.2648287385	55.9798994975	Avoidance	1.063644e-21
Rhodothermus marinus DSM 4252	518766	CP001807.1	Bacteroidetes	0.0776098194369842	0.0388049097184921	0.961195093807031	0.65	3261604	53.3923303835	63.8707517161	Avoidance	3.121105e-12
Corynebacterium pseudotuberculosis 1002	679896	CP001809.2	Actinobacteria	1.1515734487493e-06	5.7578672437465e-07	0.99999942421342	0.52	2335113	49.4805194805	58.0691642651	Avoidance	1.498009e-11
Butyrivibrio proteoclasticus B316	515622	CP001810.1	Firmicutes	2.62896193933062e-06	1.31448096966531e-06	0.999998685519339	0.40	3554804	32.8138528139	54.270762998	Avoidance	1.530081e-22
Streptosporangium roseum DSM 43021	479432	CP001814.1	Actinobacteria	0.0139671127096803	0.00698355635484015	0.993016444475203	0.71	10341314	60.4427736007	61.7309697602	Avoidance	0.1976728
Sulfurospirillum deleyianum DSM 6946	525898	CP001816.1	Proteobacteria	2.74796145148301e-11	1.3739807257415e-11	0.99999999998626	0.39	2306351	32.3640960809	53.102189781	Avoidance	8.618377e-21
Thermanaerovibrio acidaminovorans DSM 6589	525903	CP001818.1	Synergistetes	0.737119740619264	0.631440143747266	0.368559870309632	0.64	1848474	51.7488411294	61.8655027481	Non-Avoidance	4.112022e-14
Sanguibacter keddieii DSM 10542	446469	CP001819.1	Actinobacteria	0.874128896750067	0.437064448375033	0.562935568087585	0.72	4253413	60.4890604891	61.0189374895	Non-Avoidance	0.119958
Veillonella parvula DSM 2008	479436	CP001820.1	Firmicutes	1.23302941459898e-11	6.1651470729949e-12	0.999999999993835	0.39	2132142	33.9654445849	55.6676878717	Avoidance	1.026982e-21
Xylanimonas cellulosilytica DSM 15894	446471	CP001821.1	Actinobacteria	0.000611702267919363	0.99969414891607	0.000305851133959682	0.72	3742776	63.0201630202	62.0911621434	Non-Avoidance	0.770181
Sphaerobacter thermophilus DSM 20745	479434	CP001823.1	Chloroflexi	7.59040170582834e-07	3.79520085291417e-07	0.999999620479993	0.68	2741033	56.8027210884	63.766025641	Avoidance	2.901514e-07
Thermobaculum terrenum ATCC BAA-798	525904	CP001825.1	Unknown	0.00010470642209575	5.2353211047875e-05	0.999947646798098	0.48	2026947	43.3673469388	61.3596336738	Avoidance	2.547541e-23
Dehalococcoides sp. VS	311424	CP001827.1	Chloroflexi	2.19470824126049e-09	1.09735412063025e-09	0.999999998902646	0.47	1413462	37.037037037	57.3670444638	Avoidance	1.356467e-21
Legionella pneumophila 2300/99 Alcoy	423212	CP001828.1	Proteobacteria	0.49668832216638	0.751655852612544	0.24834416108319	0.38	3516334	34.1340075853	56.3113483727	Non-Avoidance	5.571729e-23
Corynebacterium pseudotuberculosis C231	681645	CP001829.1	Actinobacteria	0.000101631561635019	5.08157808175095e-05	0.999949184229563	0.52	2328208	48.4415584416	58.0587070052	Avoidance	3.32018e-13
Sinorhizobium meliloti SM11	707241	CP001830.1	Proteobacteria	0.00331078376235458	0.00165539188117729	0.998344608349717	0.63	3908022	49.9367888748	59.768869628	Avoidance	8.520992e-14
Lactococcus lactis subsp. lactis KF147	684738	CP001834.1	Firmicutes	2.995175494374e-14	1.497587747187e-14	0.999999999999985	0.35	2598144	30.8225108225	52.3129362117	Avoidance	2.439428e-22
Dickeya dadantii Ech586	590409	CP001836.1	Proteobacteria	2.37055468292461e-11	1.18527734146231e-11	0.999999999988147	0.54	4818394	42.2305764411	57.6365663322	Avoidance	5.913741e-20
Staphylococcus lugdunensis HKU09-01	698737	CP001837.1	Firmicutes	1.96902070863938e-10	9.8451035431969e-11	0.999999999901549	0.34	2658366	32.0034320034	52.1008403361	Avoidance	5.164183e-21
Thermotoga naphthophila RKU-10	590168	CP001839.1	Thermotogae	0.000364320762353961	0.000182160381176981	0.999817839646617	0.46	1809823	43.1972789116	64.5223856473	Avoidance	8.282134e-24
Bifidobacterium bifidum PRL2010	702459	CP001840.1	Actinobacteria	0.711275343375712	0.355637671687856	0.644362343841103	0.63	2214656	50.1092179991	59.4765794299	Non-Avoidance	2.379521e-11
Treponema azotonutricium ZAS-9	545695	CP001841.1	Spirochaetes	6.9117465631609e-24	3.45587328158045e-24	1	0.50	3855671	42.9846938776	57.6894910289	Avoidance	8.752541e-14
cyanobacterium UCYN-A	713887	CP001842.1	Cyanobacteria	0.0365599690752864	0.0182799845376432	0.981720018056337	0.31	1443806	32.372214941	53.0623818526	Avoidance	8.97343e-20
Treponema primitia ZAS-2	545694	CP001843.1	Spirochaetes	2.22952326910908e-16	1.11476163455454e-16	1	0.51	4059867	42.6020408163	57.2972972973	Avoidance	1.377818e-15
Staphylococcus aureus 04-02981	703339	CP001844.2	Firmicutes	2.12772321858511e-07	1.06386160929255e-07	0.999999893613867	0.33	2821452	31.5315315315	51.9799498747	Avoidance	3.869532e-21
Escherichia coli O55:H7 str. CB9615	701177	CP001846.1	Proteobacteria	8.68686377435588e-22	4.34343188717794e-22	1	0.51	5386352	41.4786967419	57.3950177936	Avoidance	1.130682e-22
Pirellula staleyi DSM 6068	530564	CP001848.1	Planctomycetes	1.41569831230117e-07	0.9999999292151	7.07849156150586e-08	0.57	6196199	50.6953223767	57.2269897358	Non-Avoidance	1.232058e-07
Gardnerella vaginalis 409-05	553190	CP001849.1	Actinobacteria	6.77372938079826e-21	3.38686469039913e-21	1	0.42	1617545	41.3165266106	57.9646791397	Avoidance	5.056071e-20
Clostridiales genomosp. BVAB3 str. UPII9-5	699246	CP001850.2	Firmicutes	0.00087928461955238	0.00043964230977619	0.999560357758909	0.44	1809746	34.0388007055	54.4153922052	Avoidance	1.23408e-21
Brucella melitensis M5-90	703352	CP001851.1	Proteobacteria	8.29563903278982e-13	4.14781951639491e-13	0.999999999999585	0.57	2126451	48.4341484341	59.3501805054	Avoidance	1.24049e-12
Bifidobacterium animalis subsp. lactis BB-12	552531	CP001853.1	Actinobacteria	0.000127234381999821	6.36171909999106e-05	0.999936382820106	0.60	1942198	49.2791612058	59.4640148323	Avoidance	2.620868e-12
Conexibacter woesei DSM 14684	469383	CP001854.1	Actinobacteria	0.00086378152925594	0.999568109300213	0.00043189076462797	0.73	6359369	60.0171600172	62.8580421782	Non-Avoidance	0.0009747088
Escherichia coli O83:H1 str. NRG 857C	685038	CP001855.1	Proteobacteria	1.9260939978981e-17	9.63046998949052e-18	1	0.51	4747819	41.4786967419	57.6496327551	Avoidance	1.548781e-20
Acidaminococcus fermentans DSM 20731	591001	CP001859.1	Firmicutes	1.71646843437633e-16	8.58234217188163e-17	1	0.56	2329769	40.1785714286	56.4378016503	Avoidance	6.501828e-22
Geodermatophilus obscurus DSM 43160	526225	CP001867.1	Actinobacteria	0.00292986579712991	0.00146493289856495	0.998535067307127	0.74	5322497	66.966966967	63.5213675214	Avoidance	0.003472871
Mycoplasma gallisepticum str. R(high)	710128	CP001872.1	Tenericutes	0.15052709214713	0.0752635460735651	0.924736465769498	0.31	1012027	26.9523809524	48.4251076365	Non-Avoidance	8.098931e-18
Thermobispora bispora DSM 43833	469371	CP001874.1	Actinobacteria	3.0375239845848e-09	0.999999998481238	1.5187619922924e-09	0.72	4189976	61.7794486216	62.9023838524	Non-Avoidance	0.5315994
Pantoea ananatis LMG 20103	706191	CP001875.2	Proteobacteria	0.0849186997091911	0.0424593498545955	0.957540653472692	0.54	4703373	43.6090225564	57.5215586075	Avoidance	8.217959e-18
Campylobacter jejuni subsp. jejuni IA3902	567106	CP001876.1	Proteobacteria	4.92311398830851e-10	2.46155699415426e-10	0.999999999753844	0.31	1635045	27.8128950695	51.7519685039	Avoidance	2.135618e-20
Bacillus pseudofirmus OF4	398511	CP001878.2	Firmicutes	6.49638556444242e-05	3.24819278222121e-05	0.999967518077754	0.40	3858997	34.6818373367	56.197950032	Avoidance	8.0404e-23
Chlamydia trachomatis E/150	707184	CP001886.1	Chlamydiae	6.44632906698861e-05	3.2231645334943e-05	0.999967768361952	0.41	1042996	38.0527210884	51.9823788546	Avoidance	2.53935e-16
Chlamydia trachomatis G/9768	707185	CP001887.1	Chlamydiae	7.99509708324252e-05	3.99754854162126e-05	0.999960024523517	0.41	1042810	37.8401360544	52.0462470178	Avoidance	4.814186e-17
Chlamydia trachomatis G/11222	707186	CP001888.1	Chlamydiae	0.000321101115504632	0.000160550557752316	0.999839449475294	0.41	1042354	38.0527210884	52.0278950266	Avoidance	9.738913e-17
Chlamydia trachomatis G/11074	707187	CP001889.1	Chlamydiae	0.000160069733731306	8.00348668656528e-05	0.999919965150328	0.41	1042875	37.7551020408	52.0462470178	Avoidance	4.829585e-17
Chlamydia trachomatis E/11023	707183	CP001890.1	Chlamydiae	0.000188221390793266	9.4110695396633e-05	0.999905889324627	0.41	1043025	38.137755102	52.0558002937	Avoidance	3.021859e-16
Klebsiella variicola At-22	640131	CP001891.1	Proteobacteria	0.00652358788943486	0.00326179394471743	0.99673820643368	0.58	5458505	42.7307206068	57.2690763052	Avoidance	5.271886e-19
Bifidobacterium animalis subsp. lactis V9	573236	CP001892.1	Actinobacteria	1.54067909452011e-08	7.70339547260053e-09	0.999999992296606	0.60	1944050	48.961038961	59.4808697118	Avoidance	5.711229e-14
Allochromatium vinosum DSM 180	572477	CP001896.1	Proteobacteria	9.0220622233581e-16	1	4.51103111167905e-16	0.64	3526903	52.589807853	60.2486504171	Non-Avoidance	1.262238e-08
Campylobacter jejuni subsp. jejuni M1	645464	CP001900.1	Proteobacteria	8.12531652757293e-14	4.06265826378647e-14	0.999999999999959	0.31	1616648	27.6443320691	51.6535433071	Avoidance	1.791855e-20
Bacillus thuringiensis BMB171	714359	CP001903.1	Firmicutes	2.4779622473718e-09	1.2389811236859e-09	0.999999998761019	0.35	5330088	33.8138925295	55.1407884151	Avoidance	1.260476e-21
Thioalkalivibrio sp. K90mix	396595	CP001905.1	Proteobacteria	0.010187804894673	0.00509390244733648	0.994906098093496	0.66	2744800	53.4670008354	59.5234287542	Avoidance	2.361925e-07
Bacillus thuringiensis serovar chinensis CT-43	541229	CP001907.1	Firmicutes	2.06390270692821e-15	1.0319513534641e-15	0.999999999999999	0.35	5486830	34.0497260851	54.9085985105	Avoidance	2.212159e-20
Enterobacter cloacae subsp. cloacae ATCC 13047	716541	CP001918.1	Proteobacteria	5.21687525789313e-08	2.60843762894656e-08	0.999999973915629	0.55	5314581	42.3976608187	57.1384615385	Avoidance	1.321682e-18
Acinetobacter baumannii 1656-2	696749	CP001921.1	Proteobacteria	1.20978207651947e-16	6.04891038259735e-17	1	0.39	3940614	38.4745048462	55.2668787557	Avoidance	6.05446e-20
Dehalococcoides sp. GT	633145	CP001924.1	Chloroflexi	5.21466570621028e-11	2.60733285310514e-11	0.999999999973927	0.47	1360154	35.998252512	57.3870573871	Avoidance	1.734632e-23
Waddlia chondrophila WSU 86-1044	716544	CP001928.1	Chlamydiae	8.38359159822877e-05	4.19179579911439e-05	0.999958082051228	0.44	2116312	36.4938895912	53.5336672231	Avoidance	8.869794e-19
Chlamydia trachomatis G/9301	718219	CP001930.1	Chlamydiae	7.99509708324252e-05	3.99754854162126e-05	0.999960024523517	0.41	1042811	37.8401360544	52.0462470178	Avoidance	4.814186e-17
Thermocrinis albus DSM 14484	638303	CP001931.1	Aquificae	9.7165732980298e-11	4.8582866490149e-11	0.999999999951417	0.47	1500577	42.1828908555	65.3449212385	Avoidance	5.541157e-24
Thermoanaerobacter italicus Ab9	580331	CP001936.1	Firmicutes	1.50227020013045e-12	7.51135100065226e-13	0.999999999999249	0.34	2451061	33.6704593342	58.3516644669	Avoidance	5.591283e-26
Acinetobacter baumannii MDR-ZJ06	497978	CP001937.1	Proteobacteria	1.89840387484905e-15	9.49201937424526e-16	0.999999999999999	0.39	3991133	39.1066160978	55.2668787557	Avoidance	1.139194e-18
Desulfurivibrio alkaliphilus AHT2	589865	CP001940.1	Proteobacteria	0.0862546119390526	0.956872697707768	0.0431273059695263	0.60	3097763	44.7786131997	59.2307692308	Non-Avoidance	9.077866e-18
Segniliparus rotundus DSM 44985	640132	CP001958.1	Actinobacteria	0.107368414817943	0.946315797151258	0.0536842074089716	0.67	3157527	56.5422565423	60.4892135213	Non-Avoidance	0.004356583
Brachyspira murdochii DSM 12563	526224	CP001959.1	Spirochaetes	1.13567729042072e-19	5.67838645210361e-20	1	0.28	3241804	26.8857985672	52.1832778539	Avoidance	1.089265e-20
Campylobacter jejuni subsp. jejuni S3	718271	CP001960.1	Proteobacteria	9.3168016872911e-09	4.65840084364555e-09	0.999999995341601	0.30	1681364	27.903091061	51.8633540373	Avoidance	8.281513e-21
Thermus scotoductus SA-01	743525	CP001962.1	Deinococcus-Thermus	0.293789003340438	0.85310550714901	0.146894501670219	0.65	2346803	54.1508638854	65.7498362803	Non-Avoidance	3.102282e-20
Cellulomonas flavigena DSM 20109	446466	CP001964.1	Actinobacteria	0.768453214332147	0.615773409578675	0.384226607166074	0.74	4123179	65.3486394558	62.3007028973	Non-Avoidance	0.07430071
Sideroxydans lithotrophicus ES-1	580332	CP001965.1	Proteobacteria	0.364006182321484	0.817996919447442	0.182003091160742	0.58	3003656	42.3558897243	57.442590451	Non-Avoidance	4.503223e-21
Tsukamurella paurometabola DSM 20162	521096	CP001966.1	Actinobacteria	0.0067805180233955	0.996609741422345	0.00339025901169775	0.68	4379918	59.268707483	61.2848112079	Non-Avoidance	0.04464396
Denitrovibrio acetiphilus DSM 12809	522772	CP001968.1	Deferribacteres	0.00542494300045618	0.00271247150022809	0.997287528892617	0.43	3222077	37.134502924	55.2259887006	Avoidance	7.521409e-20
Escherichia coli IHE3034	714962	CP001969.1	Proteobacteria	5.4263779522061e-20	2.71318897610305e-20	1	0.51	5108383	41.6457811195	57.5775137641	Avoidance	9.789857e-22
Propionibacterium acnes SK137	553199	CP001977.1	Actinobacteria	0.164878598392099	0.917560707652225	0.0824392991960493	0.60	2495334	55.8874458874	60.6937423741	Non-Avoidance	2.220781e-06
Marinobacter adhaerens HP15	225937	CP001978.1	Proteobacteria	0.0377968403986052	0.981101581900072	0.0188984201993026	0.57	4421911	48.4962406015	58.7401574803	Non-Avoidance	7.421303e-13
Bacillus megaterium DSM 319	592022	CP001982.1	Firmicutes	0.533887052723245	0.733056486621579	0.266943526361623	0.38	5097447	34.007585335	54.9464398236	Non-Avoidance	6.67911e-23
Bacillus megaterium QM B1551	545693	CP001983.1	Firmicutes	0.585168744850961	0.707415641148759	0.29258437242548	0.38	5097129	33.9233038348	54.8061771194	Non-Avoidance	9.141051e-23
Mobiluncus curtisii ATCC 43063	548479	CP001992.1	Actinobacteria	5.67560279947742e-20	2.83780139973871e-20	1	0.55	2146480	46.3010204082	58.9391304348	Avoidance	1.920136e-15
Streptococcus pneumoniae TCH8431/19A	525381	CP001993.1	Firmicutes	6.44453430713122e-42	3.22226715356561e-42	1	0.40	2088772	32.0105820106	53.2110091743	Avoidance	1.489141e-17
Staphylococcus aureus subsp. aureus ED133	685039	CP001996.1	Firmicutes	2.32838025740996e-11	1.16419012870498e-11	0.999999999988358	0.33	2832478	31.6326530612	52.0059435364	Avoidance	2.488124e-21
Aminobacterium colombiense DSM 12261	572547	CP001997.1	Synergistetes	2.34648364003831e-15	1.17324182001915e-15	0.999999999999999	0.45	1980592	39.0223345976	59.142394822	Avoidance	1.114312e-22
Coraliomargarita akajimensis DSM 45221	583355	CP001998.1	Verrucomicrobia	0.0587447262702786	0.970627639988574	0.0293723631351393	0.54	3750771	43.4098639456	55.9327905768	Non-Avoidance	3.050129e-15
Arcobacter nitrofigilis DSM 7299	572480	CP001999.1	Proteobacteria	7.29335899805901e-06	3.64667949902951e-06	0.999996353321742	0.28	3192235	27.2650653182	49.9786507259	Avoidance	2.291456e-18
Amycolatopsis mediterranei U32	749927	CP002000.1	Actinobacteria	0.842202778577981	0.42110138928899	0.578898625914732	0.71	10236715	62.074829932	61.8490441661	Non-Avoidance	0.9037643
Listeria monocytogenes J0161	393130	CP002001.1	Firmicutes	2.42251384097084e-05	1.21125692048542e-05	0.999987887433163	0.38	3000464	33.5839598997	54.95363592	Avoidance	1.141927e-21
Listeria monocytogenes 10403S	393133	CP002002.1	Firmicutes	6.66342182419492e-05	3.33171091209746e-05	0.999966682897064	0.38	2903106	33.7928153718	54.95363592	Avoidance	1.104801e-21
Listeria monocytogenes FSL R2-561	393126	CP002003.1	Firmicutes	0.000349030232435804	0.000174515116217902	0.999825484913173	0.38	2973801	33.5839598997	54.9373678217	Avoidance	1.129446e-21
Listeria monocytogenes Finland 1988	393127	CP002004.1	Firmicutes	6.39662140842376e-05	3.19831070421188e-05	0.999968016898908	0.38	2874431	34.0434419382	54.95363592	Avoidance	4.678097e-21
Moraxella catarrhalis RH4	1236608	CP002005.1	Proteobacteria	0.00125161037789823	0.000625805188949117	0.999374194924108	0.42	1863286	37.3299319728	53.1744620309	Avoidance	2.217947e-18
Prevotella ruminicola 23	264731	CP002006.1	Bacteroidetes	2.22508119289227e-14	1.11254059644614e-14	0.999999999999989	0.48	3619559	32.1533923304	54.4761213002	Avoidance	5.58569e-22
Caulobacter segnis ATCC 21756	509190	CP002008.1	Proteobacteria	0.000208133781113721	0.000104066890556861	0.999895933126162	0.68	4655622	56.6793088917	59.696969697	Avoidance	0.0005119102
Bifidobacterium longum subsp. longum JDM301	759350	CP002010.1	Actinobacteria	2.14341102674672e-06	1.07170551337336e-06	0.999998928294724	0.60	2477838	50.176366843	59.6308323364	Avoidance	9.404952e-14
Clostridium botulinum F str. 230613	758678	CP002011.1	Firmicutes	1.33533916054923e-07	6.67669580274615e-08	0.999999933233058	0.28	3993083	28.6989795918	54.0199335548	Avoidance	7.132142e-23
Burkholderia sp. CCGE1002	640511	CP002013.1	Proteobacteria	0.000403815640851244	0.000201907820425622	0.999798092206169	0.64	3518940	48.4693877551	59.173126615	Avoidance	3.524608e-13
Kyrpidia tusciae DSM 2912	562970	CP002017.1	Firmicutes	1.25427924040353e-06	6.27139620201765e-07	0.999999372860478	0.59	3384766	52.0859671302	62.1594636999	Avoidance	2.878236e-10
Ketogulonigenium vulgarum WSH-001	759362	CP002018.1	Proteobacteria	1.34313123820943e-13	6.71565619104713e-14	0.999999999999933	0.62	2766400	50.0643500644	58.9101620029	Avoidance	4.672261e-12
Thiomonas intermedia K12	75379	CP002021.1	Proteobacteria	4.38782743348661e-13	2.19391371674331e-13	0.999999999999781	0.64	3396378	48.8304093567	58.7017055343	Avoidance	1.446938e-12
